Unnamed: 0,ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode,track_uri
2478,2022-11-27 04:50:20+00:00,sir_frankster,ios,253226,US,107.122.192.162,unknown,When I Need You - Remastered,Leo Sayer,Endless Flight,spotify:track:2TcwEYyydQuEMJwdmSgVLD,,,,trackdone,trackdone,True,0.0,False,1669524366,False,2TcwEYyydQuEMJwdmSgVLD
6638,2023-03-10 02:35:52+00:00,sir_frankster,osx,253004,US,24.2.197.91,unknown,Betcha by Golly Wow (Live),The Stylistics,Betcha by Golly Wow (Live),spotify:track:0w6qnStMvC77oV25dTSiYg,,,,trackdone,trackdone,False,0.0,False,1678415500,False,0w6qnStMvC77oV25dTSiYg
9931,2022-12-12 05:55:21+00:00,sir_frankster,osx,252960,US,24.2.197.91,unknown,Fernando,ABBA,Arrival,spotify:track:4BM8yJ0PzBi2ZewpMTOxtx,,,,trackdone,trackdone,False,0.0,False,1670824268,False,4BM8yJ0PzBi2ZewpMTOxtx
16039,2023-03-22 02:56:45+00:00,sir_frankster,osx,252920,US,24.2.197.91,unknown,Moment,Nate Ruess,Grand Romantic,spotify:track:3GXrjXQlTK1wa2gLEdviwm,,,,clickrow,trackdone,False,0.0,False,1679453553,False,3GXrjXQlTK1wa2gLEdviwm
10000,2022-12-12 04:25:57+00:00,sir_frankster,osx,252693,US,24.2.197.91,unknown,Sometimes When We Touch,Dan Hill,Longer Fuse,spotify:track:1nAexCn3dPoFSmE7h6P5S7,,,,trackdone,trackdone,False,0.0,False,1670818904,False,1nAexCn3dPoFSmE7h6P5S7
14236,2022-11-27 05:24:52+00:00,sir_frankster,ios,252693,US,107.122.192.162,unknown,Sometimes When We Touch,Dan Hill,Longer Fuse,spotify:track:1nAexCn3dPoFSmE7h6P5S7,,,,trackdone,trackdone,False,0.0,False,1669526439,False,1nAexCn3dPoFSmE7h6P5S7
6408,2023-01-10 00:44:21+00:00,sir_frankster,osx,252613,US,24.2.197.91,unknown,It’s My Birthday,will.i.am,It’s My Birthday,spotify:track:1pNcUexH7BdMFWFaxV3ltq,,,,trackdone,trackdone,False,0.0,False,1673311208,False,1pNcUexH7BdMFWFaxV3ltq
11117,2023-02-28 01:21:29+00:00,sir_frankster,osx,252466,US,24.2.197.91,unknown,The Closest Thing to Crazy,Katie Melua,Call Off The Search,spotify:track:3rQjc4GGMcrtXwis7vBzaQ,,,,clickrow,trackdone,False,0.0,False,1677546963,False,3rQjc4GGMcrtXwis7vBzaQ
5269,2023-02-25 23:41:33+00:00,sir_frankster,ios,252093,US,166.198.21.52,unknown,Please,Noah Kahan,Hurt Somebody,spotify:track:1Su4HXSrbzj02CPBOoVLli,,,,trackdone,trackdone,True,0.0,False,1677366623,False,1Su4HXSrbzj02CPBOoVLli
7725,2023-03-24 20:55:21+00:00,sir_frankster,ios,251515,US,107.115.20.147,unknown,Orange Juice,Noah Kahan,Stick Season,spotify:track:07UFnnK3uPIuKv5Rs9TmXl,,,,trackdone,logout,True,0.0,False,1679691068,False,07UFnnK3uPIuKv5Rs9TmXl
2079,2023-03-28 03:34:48+00:00,sir_frankster,osx,251510,US,24.2.197.91,unknown,All My Love,Noah Kahan,Stick Season,spotify:track:7ByxizhA4GgEf7Sxomxhze,,,,trackdone,trackdone,False,0.0,False,1679974237,False,7ByxizhA4GgEf7Sxomxhze
14299,2023-03-17 21:38:26+00:00,sir_frankster,ios,251510,US,107.115.20.162,unknown,All My Love,Noah Kahan,Stick Season,spotify:track:7ByxizhA4GgEf7Sxomxhze,,,,playbtn,trackdone,True,0.0,False,1679088855,False,7ByxizhA4GgEf7Sxomxhze
12000,2023-02-17 03:15:32+00:00,sir_frankster,ios,251510,US,166.198.22.52,unknown,All My Love,Noah Kahan,Stick Season,spotify:track:7ByxizhA4GgEf7Sxomxhze,,,,trackdone,trackdone,True,0.0,False,1676603480,False,7ByxizhA4GgEf7Sxomxhze
5251,2023-02-25 23:47:17+00:00,sir_frankster,ios,251510,US,166.198.21.52,unknown,All My Love,Noah Kahan,Stick Season,spotify:track:7ByxizhA4GgEf7Sxomxhze,,,,trackdone,trackdone,True,0.0,False,1677368586,False,7ByxizhA4GgEf7Sxomxhze
9750,2023-01-10 01:02:38+00:00,sir_frankster,osx,250466,US,24.2.197.91,unknown,Happy Birthday (feat. John Legend),Kygo,Cloud Nine,spotify:track:5SAckbSHhNJ41b3bn5XwPL,,,,trackdone,trackdone,False,0.0,False,1673312308,False,5SAckbSHhNJ41b3bn5XwPL
726,2022-12-17 07:10:13+00:00,sir_frankster,osx,250440,US,24.2.197.91,unknown,Angel Of The Morning,Juice Newton,Juice,spotify:track:11y8GSP2ASv8S9n0FiiDva,,,,trackdone,trackdone,False,0.0,False,1671260763,False,11y8GSP2ASv8S9n0FiiDva
779,2023-03-31 18:44:33+00:00,sir_frankster,ios,250152,US,107.115.20.147,unknown,The Memory,Mayday Parade,Anywhere but Here,spotify:track:17OcYtOhsN5zcrX3Q1TY9X,,,,trackdone,trackdone,True,0.0,False,1680287975,False,17OcYtOhsN5zcrX3Q1TY9X
16047,2023-04-02 14:24:58+00:00,sir_frankster,ios,250152,US,107.115.18.113,unknown,The Memory,Mayday Parade,Anywhere but Here,spotify:track:17OcYtOhsN5zcrX3Q1TY9X,,,,fwdbtn,trackdone,True,0.0,False,1680444097,False,17OcYtOhsN5zcrX3Q1TY9X
13518,2023-04-13 20:55:26+00:00,sir_frankster,ios,250152,US,107.122.160.146,unknown,The Memory,Mayday Parade,Anywhere but Here,spotify:track:17OcYtOhsN5zcrX3Q1TY9X,,,,fwdbtn,trackdone,True,0.0,False,1681419077,False,17OcYtOhsN5zcrX3Q1TY9X
8493,2022-12-17 06:59:20+00:00,sir_frankster,osx,250053,US,24.2.197.91,unknown,Wherever I Lay My Hat (That's My Home),Paul Young,The Essential Paul Young,spotify:track:04N18CfIbOJPnVLGOKgJNB,,,,trackdone,trackdone,False,0.0,False,1671260110,False,04N18CfIbOJPnVLGOKgJNB
9959,2022-12-12 04:36:32+00:00,sir_frankster,osx,249766,US,24.2.197.91,unknown,I'll Be There,The Jackson 5,Third Album,spotify:track:5RdhBLmB4DyFHLglRrfx63,,,,trackdone,trackdone,False,0.0,False,1670819414,False,5RdhBLmB4DyFHLglRrfx63
3479,2023-02-14 01:34:16+00:00,sir_frankster,osx,248686,US,24.2.197.91,unknown,Terrible Things - EP Version,Mayday Parade,Valdosta EP,spotify:track:3ZjnFYlal0fXN6t61wdxhl,,,,appload,trackdone,False,0.0,False,1676338171,False,3ZjnFYlal0fXN6t61wdxhl
8028,2023-01-09 22:38:22+00:00,sir_frankster,osx,247962,US,24.2.197.91,unknown,Labyrinth,Taylor Swift,Midnights,spotify:track:0A1JLUlkZkp2EFrosoNQi0,,,,trackdone,trackdone,False,0.0,False,1673303654,False,0A1JLUlkZkp2EFrosoNQi0
9334,2022-10-30 19:50:35+00:00,sir_frankster,ios,247962,US,107.127.45.161,unknown,Labyrinth,Taylor Swift,Midnights,spotify:track:2pRNMwZ4lmmXBQRjytMyi2,,,,trackdone,trackdone,True,0.0,False,1667159187,False,2pRNMwZ4lmmXBQRjytMyi2
14401,2022-10-23 20:28:27+00:00,sir_frankster,ios,247962,US,166.196.106.67,unknown,Labyrinth,Taylor Swift,Midnights,spotify:track:0A1JLUlkZkp2EFrosoNQi0,,,,trackdone,trackdone,True,0.0,False,1666556660,False,0A1JLUlkZkp2EFrosoNQi0
11949,2022-12-18 19:17:31+00:00,sir_frankster,ios,247733,US,107.122.192.162,unknown,My Love - 2018 Remaster,Wings,Red Rose Speedway,spotify:track:0Oj0TT23GBH2XuHAaSsloH,,,,trackdone,trackdone,True,0.0,False,1671390804,False,0Oj0TT23GBH2XuHAaSsloH
4690,2022-11-27 00:40:40+00:00,sir_frankster,ios,247733,US,107.122.192.161,unknown,My Love - 2018 Remaster,Wings,Red Rose Speedway,spotify:track:0Oj0TT23GBH2XuHAaSsloH,,,,trackdone,trackdone,True,0.0,False,1669509393,False,0Oj0TT23GBH2XuHAaSsloH
2060,2022-11-17 23:19:48+00:00,sir_frankster,ios,247413,US,24.2.197.91,unknown,60 & Punk,Death Cab for Cutie,Thank You for Today,spotify:track:7JSR685hpFDqvTSNHeSKjL,,,,fwdbtn,trackdone,True,0.0,False,1668726942,False,7JSR685hpFDqvTSNHeSKjL
331,2023-02-20 14:28:11+00:00,sir_frankster,osx,247360,US,24.2.197.91,unknown,Bad - 2012 Remaster,Michael Jackson,Bad,spotify:track:2gSNBigeWMVtY3QBIvPAEc,,,,trackdone,trackdone,False,0.0,False,1676903043,False,2gSNBigeWMVtY3QBIvPAEc
15553,2023-02-14 19:49:48+00:00,sir_frankster,ios,246587,US,166.198.24.68,unknown,Jar of Hearts,Christina Perri,lovestrong.,spotify:track:0HZhYMZOcUzZKSFwPOti6m,,,,trackdone,trackdone,True,0.0,False,1676403942,False,0HZhYMZOcUzZKSFwPOti6m
10837,2023-03-06 20:27:30+00:00,sir_frankster,ios,245786,US,107.115.20.161,unknown,Kiss It Better,He Is We,My Forever,spotify:track:4zXOUCBRI3DcPboKXZeFu5,,,,fwdbtn,trackdone,True,0.0,False,1678133772,False,4zXOUCBRI3DcPboKXZeFu5
12060,2023-04-01 17:54:53+00:00,sir_frankster,ios,245786,US,24.2.197.91,unknown,Kiss It Better,He Is We,My Forever,spotify:track:4zXOUCBRI3DcPboKXZeFu5,,,,trackdone,trackdone,True,0.0,False,1680371447,False,4zXOUCBRI3DcPboKXZeFu5
10788,2023-03-29 20:16:27+00:00,sir_frankster,ios,245786,US,107.115.20.145,unknown,Kiss It Better,He Is We,My Forever,spotify:track:4zXOUCBRI3DcPboKXZeFu5,,,,trackdone,trackdone,True,0.0,False,1680120741,False,4zXOUCBRI3DcPboKXZeFu5
4759,2023-03-18 11:08:49+00:00,sir_frankster,ios,245786,US,107.115.18.123,unknown,Kiss It Better,He Is We,My Forever,spotify:track:4zXOUCBRI3DcPboKXZeFu5,,,,fwdbtn,trackdone,True,0.0,False,1679137485,False,4zXOUCBRI3DcPboKXZeFu5
7773,2023-04-04 19:02:01+00:00,sir_frankster,ios,245786,US,107.115.20.145,unknown,Kiss It Better,He Is We,My Forever,spotify:track:4zXOUCBRI3DcPboKXZeFu5,,,,fwdbtn,trackdone,True,0.0,False,1680634677,False,4zXOUCBRI3DcPboKXZeFu5
10941,2023-03-23 03:15:19+00:00,sir_frankster,osx,245786,US,24.2.197.91,unknown,Kiss It Better,He Is We,My Forever,spotify:track:4zXOUCBRI3DcPboKXZeFu5,,,,clickrow,trackdone,False,0.0,False,1679541075,False,4zXOUCBRI3DcPboKXZeFu5
4659,2023-03-13 19:02:46+00:00,sir_frankster,ios,245786,US,107.115.20.162,unknown,Kiss It Better,He Is We,My Forever,spotify:track:4zXOUCBRI3DcPboKXZeFu5,,,,trackdone,trackdone,True,0.0,False,1678733921,False,4zXOUCBRI3DcPboKXZeFu5
4454,2022-12-17 05:44:16+00:00,sir_frankster,osx,245733,US,24.2.197.91,unknown,Just Like Jesse James,Cher,Heart Of Stone,spotify:track:5JGdpqo9wrRtOZtui5GShI,,,,trackdone,trackdone,False,0.0,False,1671255610,False,5JGdpqo9wrRtOZtui5GShI
13594,2023-03-12 22:20:17+00:00,sir_frankster,ios,245520,US,107.115.17.123,unknown,Give A Little Love,The Stylistics,The Streetwise Recordings,spotify:track:3lPZhvbcNDZIxZH8IB6wmc,,,,trackdone,trackdone,True,0.0,False,1678659372,False,3lPZhvbcNDZIxZH8IB6wmc
2650,2023-02-15 19:27:58+00:00,sir_frankster,ios,244360,US,166.198.24.68,unknown,Another Love,Tom Odell,Long Way Down (Deluxe),spotify:track:3JvKfv6T31zO0ini8iNItO,,,,trackdone,trackdone,False,0.0,False,1676488966,False,3JvKfv6T31zO0ini8iNItO
2793,2023-03-10 19:14:55+00:00,sir_frankster,ios,244360,US,107.115.20.162,unknown,Another Love,Tom Odell,Long Way Down (Deluxe),spotify:track:3JvKfv6T31zO0ini8iNItO,,,,trackdone,trackdone,True,0.0,False,1678475452,False,3JvKfv6T31zO0ini8iNItO
3614,2023-02-16 19:55:59+00:00,sir_frankster,ios,244360,US,166.198.24.68,unknown,Another Love,Tom Odell,Long Way Down (Deluxe),spotify:track:3JvKfv6T31zO0ini8iNItO,,,,trackdone,trackdone,True,0.0,False,1676577115,False,3JvKfv6T31zO0ini8iNItO
14787,2023-04-18 13:30:42+00:00,sir_frankster,ios,244360,US,107.115.17.38,unknown,Another Love,Tom Odell,Long Way Down (Deluxe),spotify:track:3JvKfv6T31zO0ini8iNItO,,,,trackdone,trackdone,True,0.0,False,1681824397,False,3JvKfv6T31zO0ini8iNItO
3680,2023-03-22 18:20:25+00:00,sir_frankster,ios,244360,US,107.115.20.161,unknown,Another Love,Tom Odell,Long Way Down (Deluxe),spotify:track:3JvKfv6T31zO0ini8iNItO,,,,trackdone,trackdone,True,0.0,False,1679508980,False,3JvKfv6T31zO0ini8iNItO
7165,2023-02-15 03:11:25+00:00,sir_frankster,osx,244360,US,24.2.197.91,unknown,Another Love,Tom Odell,Long Way Down (Deluxe),spotify:track:3JvKfv6T31zO0ini8iNItO,,,,clickrow,trackdone,False,0.0,False,1676430442,False,3JvKfv6T31zO0ini8iNItO
12831,2022-12-17 08:51:26+00:00,sir_frankster,osx,244026,US,24.2.197.91,unknown,Just To See Her,Smokey Robinson,One Heartbeat,spotify:track:7LOYcC6phKAVOckgmVZJJT,,,,trackdone,trackdone,False,0.0,False,1671266842,False,7LOYcC6phKAVOckgmVZJJT
14217,2023-02-17 03:04:11+00:00,sir_frankster,ios,243815,US,166.198.22.52,unknown,She Calls Me Back,Noah Kahan,Stick Season,spotify:track:1LvU6IFqQnXOIwJyBDb2io,,,,trackdone,trackdone,True,0.0,False,1676602807,False,1LvU6IFqQnXOIwJyBDb2io
7009,2023-03-28 03:40:20+00:00,sir_frankster,osx,243815,US,24.2.197.91,unknown,She Calls Me Back,Noah Kahan,Stick Season,spotify:track:1LvU6IFqQnXOIwJyBDb2io,,,,trackdone,trackdone,False,0.0,False,1679974577,False,1LvU6IFqQnXOIwJyBDb2io
802,2023-03-18 19:33:17+00:00,sir_frankster,ios,243815,US,107.115.17.123,unknown,She Calls Me Back,Noah Kahan,Stick Season,spotify:track:1LvU6IFqQnXOIwJyBDb2io,,,,trackdone,trackdone,True,0.0,False,1679167754,False,1LvU6IFqQnXOIwJyBDb2io
7670,2023-02-12 02:32:08+00:00,sir_frankster,ios,243815,US,166.198.21.52,unknown,She Calls Me Back,Noah Kahan,Stick Season,spotify:track:1LvU6IFqQnXOIwJyBDb2io,,,,trackdone,trackdone,True,0.0,False,1676168884,False,1LvU6IFqQnXOIwJyBDb2io
11460,2022-11-19 16:11:46+00:00,sir_frankster,ios,243493,US,107.122.190.123,unknown,Vincent,Don McLean,American Pie,spotify:track:0VNzEY1G4GLqcNx5qaaTl6,,,,trackerror,trackdone,True,0.0,False,1668874064,False,0VNzEY1G4GLqcNx5qaaTl6
15882,2022-11-24 12:10:02+00:00,sir_frankster,ios,243493,US,107.122.192.161,unknown,Vincent,Don McLean,American Pie,spotify:track:0VNzEY1G4GLqcNx5qaaTl6,,,,trackdone,trackdone,True,0.0,False,1669291559,False,0VNzEY1G4GLqcNx5qaaTl6
7937,2022-11-27 05:05:57+00:00,sir_frankster,ios,243493,US,107.122.192.162,unknown,Vincent,Don McLean,American Pie,spotify:track:0VNzEY1G4GLqcNx5qaaTl6,,,,trackdone,trackdone,False,0.0,False,1669525313,False,0VNzEY1G4GLqcNx5qaaTl6
9100,2023-02-19 06:48:31+00:00,sir_frankster,osx,243493,US,24.2.197.91,unknown,Vincent,Don McLean,American Pie,spotify:track:0VNzEY1G4GLqcNx5qaaTl6,,,,trackdone,trackdone,False,0.0,False,1676789067,False,0VNzEY1G4GLqcNx5qaaTl6
16095,2022-12-17 21:23:52+00:00,sir_frankster,ios,243493,US,107.122.189.123,unknown,Vincent,Don McLean,American Pie,spotify:track:0VNzEY1G4GLqcNx5qaaTl6,,,,fwdbtn,trackdone,True,0.0,False,1671311990,False,0VNzEY1G4GLqcNx5qaaTl6
2217,2023-02-03 02:42:30+00:00,sir_frankster,osx,243493,US,24.2.197.91,unknown,Vincent,Don McLean,American Pie,spotify:track:0VNzEY1G4GLqcNx5qaaTl6,,,,trackdone,trackdone,False,0.0,False,1675391907,False,0VNzEY1G4GLqcNx5qaaTl6
10885,2022-12-10 16:35:05+00:00,sir_frankster,osx,243493,US,24.2.197.91,unknown,Vincent,Don McLean,American Pie,spotify:track:0VNzEY1G4GLqcNx5qaaTl6,,,,trackdone,trackdone,False,0.0,False,1670689862,False,0VNzEY1G4GLqcNx5qaaTl6
2484,2023-04-16 19:46:52+00:00,sir_frankster,osx,243213,US,24.2.197.91,unknown,Like A Star,Corinne Bailey Rae,Corinne Bailey Rae,spotify:track:5Anh8jULgeUgciLHCR25Mk,,,,trackdone,trackdone,False,0.0,False,1681674168,False,5Anh8jULgeUgciLHCR25Mk
15480,2023-02-19 06:35:01+00:00,sir_frankster,osx,243000,US,24.2.197.91,unknown,All Out of Love,Air Supply,Lost in Love,spotify:track:7dQC53NiYOY9gKg3Qsu2Bs,,,,trackdone,trackdone,False,0.0,False,1676788258,False,7dQC53NiYOY9gKg3Qsu2Bs
10417,2023-02-19 18:59:34+00:00,sir_frankster,osx,242998,US,24.2.197.91,unknown,At Seventeen - Remastered,Janis Ian,Between the Lines,spotify:track:7wJpqjqk8QbHpCakY1ZacY,,,,fwdbtn,endplay,False,1.0,False,1676793531,False,7wJpqjqk8QbHpCakY1ZacY
14984,2023-04-16 15:06:16+00:00,sir_frankster,osx,242946,US,24.2.197.91,unknown,I'm Yours,Jason Mraz,We Sing. We Dance. We Steal Things.,spotify:track:1EzrEOXmMH3G43AXT1y7pA,,,,trackdone,trackdone,False,0.0,False,1681657333,False,1EzrEOXmMH3G43AXT1y7pA
14256,2023-03-13 19:06:50+00:00,sir_frankster,ios,242840,US,107.115.20.162,unknown,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,spotify:track:1MaqkdFNIKPdpQGDzme5ss,,,,trackdone,trackdone,True,0.0,False,1678734167,False,1MaqkdFNIKPdpQGDzme5ss
1320,2023-02-15 19:41:19+00:00,sir_frankster,ios,242840,US,166.198.24.68,unknown,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,spotify:track:1MaqkdFNIKPdpQGDzme5ss,,,,trackdone,trackdone,True,0.0,False,1676489836,False,1MaqkdFNIKPdpQGDzme5ss
1500,2023-04-01 17:26:52+00:00,sir_frankster,ios,242840,US,24.2.197.91,unknown,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,spotify:track:1MaqkdFNIKPdpQGDzme5ss,,,,trackdone,trackdone,True,0.0,False,1680369769,False,1MaqkdFNIKPdpQGDzme5ss
15376,2023-02-13 19:50:20+00:00,sir_frankster,ios,242840,US,166.198.24.68,unknown,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,spotify:track:1MaqkdFNIKPdpQGDzme5ss,,,,trackdone,trackdone,True,0.0,False,1676317577,False,1MaqkdFNIKPdpQGDzme5ss
14422,2023-03-23 21:06:21+00:00,sir_frankster,ios,242840,US,107.115.18.123,unknown,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,spotify:track:1MaqkdFNIKPdpQGDzme5ss,,,,fwdbtn,trackdone,True,0.0,False,1679605253,False,1MaqkdFNIKPdpQGDzme5ss
14240,2023-04-02 14:33:07+00:00,sir_frankster,ios,242840,US,107.115.20.147,unknown,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,spotify:track:1MaqkdFNIKPdpQGDzme5ss,,,,appload,trackdone,True,0.0,False,1680445745,False,1MaqkdFNIKPdpQGDzme5ss
1922,2023-02-09 19:57:06+00:00,sir_frankster,ios,242840,US,166.198.24.68,unknown,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,spotify:track:1MaqkdFNIKPdpQGDzme5ss,,,,trackdone,trackdone,True,0.0,False,1675972384,False,1MaqkdFNIKPdpQGDzme5ss
8341,2023-02-21 19:06:54+00:00,sir_frankster,ios,242840,US,166.198.24.67,unknown,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,spotify:track:1MaqkdFNIKPdpQGDzme5ss,,,,trackdone,trackdone,True,0.0,False,1677006172,False,1MaqkdFNIKPdpQGDzme5ss
1355,2023-02-22 20:16:40+00:00,sir_frankster,ios,242840,US,166.198.24.67,unknown,Two Is Better Than One (feat. Taylor Swift),Boys Like Girls,Love Drunk,spotify:track:1MaqkdFNIKPdpQGDzme5ss,,,,trackdone,trackdone,True,0.0,False,1677096758,False,1MaqkdFNIKPdpQGDzme5ss
1184,2022-12-18 20:44:10+00:00,sir_frankster,ios,242390,US,24.2.197.91,unknown,At Seventeen - Remastered,Janis Ian,Between the Lines,spotify:track:7wJpqjqk8QbHpCakY1ZacY,,,,trackdone,unexpected-exit-while-paused,True,0.0,False,1671396006,False,7wJpqjqk8QbHpCakY1ZacY
7761,2023-02-23 00:37:26+00:00,sir_frankster,osx,242352,US,24.2.197.91,unknown,I Get to Love You,Lyndsey Elm,I Get to Love You,spotify:track:5CPhJCZQVAX3lkvTXgH1xD,,,,trackdone,trackdone,False,0.0,False,1677112404,False,5CPhJCZQVAX3lkvTXgH1xD
5891,2023-04-10 20:56:13+00:00,sir_frankster,ios,242013,US,107.122.160.147,unknown,drivers license,Olivia Rodrigo,SOUR,spotify:track:5wANPM4fQCJwkGd4rN57mH,,,,trackdone,trackdone,True,0.0,False,1681159933,False,5wANPM4fQCJwkGd4rN57mH
5082,2022-12-24 16:59:21+00:00,sir_frankster,ios,241786,US,107.122.192.129,unknown,Your Song,Elton John,Elton John,spotify:track:38zsOOcu31XbbYj9BIPUF1,,,,trackdone,trackdone,True,0.0,False,1671900918,False,38zsOOcu31XbbYj9BIPUF1
2722,2023-01-09 22:58:41+00:00,sir_frankster,osx,241786,US,24.2.197.91,unknown,Your Song,Elton John,Elton John,spotify:track:38zsOOcu31XbbYj9BIPUF1,,,,trackdone,trackdone,False,0.0,False,1673304879,False,38zsOOcu31XbbYj9BIPUF1
15863,2022-12-10 16:17:42+00:00,sir_frankster,osx,241786,US,24.2.197.91,unknown,Your Song,Elton John,Elton John,spotify:track:38zsOOcu31XbbYj9BIPUF1,,,,trackdone,endplay,False,1.0,False,1670688820,False,38zsOOcu31XbbYj9BIPUF1
8405,2023-03-17 22:12:50+00:00,sir_frankster,ios,241786,US,107.115.20.162,unknown,Your Song,Elton John,Elton John,spotify:track:38zsOOcu31XbbYj9BIPUF1,,,,playbtn,trackdone,True,0.0,False,1679090930,False,38zsOOcu31XbbYj9BIPUF1
11854,2023-02-19 06:13:45+00:00,sir_frankster,osx,241786,US,24.2.197.91,unknown,Your Song,Elton John,Elton John,spotify:track:38zsOOcu31XbbYj9BIPUF1,,,,trackdone,trackdone,False,0.0,False,1676786982,False,38zsOOcu31XbbYj9BIPUF1
7847,2022-11-19 15:53:00+00:00,sir_frankster,ios,241786,US,107.122.192.161,unknown,Your Song,Elton John,Elton John,spotify:track:38zsOOcu31XbbYj9BIPUF1,,,,trackdone,trackdone,True,0.0,False,1668872939,False,38zsOOcu31XbbYj9BIPUF1
11445,2022-11-27 15:41:25+00:00,sir_frankster,ios,241786,US,107.122.189.123,unknown,Your Song,Elton John,Elton John,spotify:track:38zsOOcu31XbbYj9BIPUF1,,,,appload,trackdone,False,0.0,False,1669563443,False,38zsOOcu31XbbYj9BIPUF1
7292,2023-03-19 17:49:24+00:00,sir_frankster,ios,241776,US,107.115.20.162,unknown,You'll Be In My Heart - Spotify Singles,NIKI,Spotify Singles,spotify:track:37mbA1RwYja7WFaIOzSczX,,,,fwdbtn,trackdone,True,0.0,False,1679247677,False,37mbA1RwYja7WFaIOzSczX
14664,2022-12-24 18:30:51+00:00,sir_frankster,ios,241746,US,107.122.192.129,unknown,Just When I Needed You Most,Randy VanWarmer,Warmer,spotify:track:55wl56WlKI85UBNZoFxe9P,,,,trackdone,trackdone,True,0.0,False,1671906409,False,55wl56WlKI85UBNZoFxe9P
4305,2023-02-19 07:41:58+00:00,sir_frankster,osx,241746,US,24.2.197.91,unknown,Just When I Needed You Most,Randy VanWarmer,Warmer,spotify:track:55wl56WlKI85UBNZoFxe9P,,,,trackdone,trackdone,False,0.0,False,1676792276,False,55wl56WlKI85UBNZoFxe9P
12887,2022-12-12 05:36:02+00:00,sir_frankster,osx,241746,US,24.2.197.91,unknown,Just When I Needed You Most,Randy VanWarmer,Warmer,spotify:track:55wl56WlKI85UBNZoFxe9P,,,,trackdone,trackdone,False,0.0,False,1670823120,False,55wl56WlKI85UBNZoFxe9P
8631,2023-03-21 18:14:23+00:00,sir_frankster,ios,241640,US,107.115.20.163,unknown,Million Dollar Houses (The Painter),Pierce The Veil,Selfish Machines,spotify:track:0iWCpaSaiIZVPSqjZ9YB5L,,,,fwdbtn,trackdone,True,0.0,False,1679422223,False,0iWCpaSaiIZVPSqjZ9YB5L
3510,2023-04-09 18:42:37+00:00,sir_frankster,ios,241591,US,107.122.160.147,unknown,Fearless (Taylor’s Version),Taylor Swift,Fearless (Taylor's Version),spotify:track:77sMIMlNaSURUAXq5coCxE,,,,trackdone,trackdone,True,0.0,False,1681065515,False,77sMIMlNaSURUAXq5coCxE
2126,2023-01-07 00:04:16+00:00,sir_frankster,ios,241506,US,107.127.42.50,unknown,Have I Told You Lately - 2008 Remaster,Rod Stewart,Vagabond Heart,spotify:track:6mIY6O7uNGgVqOoX70UAYh,,,,trackdone,trackdone,False,0.0,False,1673049615,False,6mIY6O7uNGgVqOoX70UAYh
6167,2023-02-08 19:54:26+00:00,sir_frankster,ios,241373,US,166.198.22.52,unknown,The Man Who Can't Be Moved,The Script,The Script,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,,,,trackdone,trackdone,True,0.0,False,1675885825,False,3nqqDo8CcCLke3ZoTgiOKf
12872,2022-10-21 23:14:51+00:00,sir_frankster,ios,241253,US,166.196.103.58,unknown,Can You Feel the Love Tonight,Elton John,The Lion King: Special Edition Original Soundtrack,spotify:track:32RxZnEk5KyWUTZR4azxbD,,,,trackdone,trackdone,True,0.0,False,1666393849,False,32RxZnEk5KyWUTZR4azxbD
3211,2022-12-15 22:03:56+00:00,sir_frankster,ios,241160,US,107.122.192.162,unknown,Time After Time,Cyndi Lauper,The Essential Cyndi Lauper,spotify:track:6G41H0Zd0kQ1WXWDoEotoJ,,,,playbtn,endplay,False,1.0,False,1671141596,False,6G41H0Zd0kQ1WXWDoEotoJ
6490,2023-03-21 00:56:55+00:00,sir_frankster,osx,241106,US,24.2.197.91,unknown,I Swear This Time I Mean It,Mayday Parade,Anywhere but Here,spotify:track:6nq7VHJQOmFcqVqaeKmsDr,,,,trackdone,trackdone,False,0.0,False,1679359974,False,6nq7VHJQOmFcqVqaeKmsDr
14720,2023-03-02 19:36:19+00:00,sir_frankster,ios,241106,US,107.115.17.123,unknown,I Swear This Time I Mean It,Mayday Parade,Anywhere but Here,spotify:track:6nq7VHJQOmFcqVqaeKmsDr,,,,trackdone,trackdone,True,0.0,False,1677785537,False,6nq7VHJQOmFcqVqaeKmsDr
