,ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
192,2023-03-17T22:58:47Z,sir_frankster,ios,194206,US,107.115.20.162,unknown,"You're On Your Own, Kid",Taylor Swift,Midnights,spotify:track:7gVWKBcfIW93YxNBi3ApIE,,,,trackdone,trackdone,True,0.0,False,1679093732,False
193,2018-10-02T22:12:30Z,sir_frankster,"iOS 11.4.1 (iPhone8,1)",230333,US,66.87.84.172,unknown,Mine - POP Mix,Taylor Swift,Speak Now,spotify:track:0fAbfDiuQiUwV7FUcFfRGY,,,,trackdone,trackdone,True,,False,1538518118529,False
194,2023-03-19T17:30:33Z,sir_frankster,ios,174782,US,107.115.20.162,unknown,Midnight Rain,Taylor Swift,Midnights,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,,,,trackdone,trackdone,True,0.0,False,1679246858,False
195,2018-10-01T12:41:15Z,sir_frankster,"iOS 11.4.1 (iPhone8,1)",248106,US,66.87.84.109,unknown,Tied Together with a Smile,Taylor Swift,Taylor Swift,spotify:track:6K0CJLVXqbGMeJSmJ4ENKK,,,,trackdone,trackdone,True,,False,1538397426593,False
196,2018-03-28T12:11:51Z,sir_frankster,"iOS 11.2.6 (iPhone8,1)",8796,US,128.235.250.32,unknown,Sober,P!nk,Funhouse,spotify:track:56elgHuzFP2aqqA0rUjRj1,,,,trackdone,fwdbtn,True,,False,1522239100726,False
197,2021-08-28T17:54:05Z,sir_frankster,"iOS 14.7.1 (iPhone13,1)",249520,US,107.127.45.18,unknown,"Baby, I Love Your Way",Big Mountain,The Best of Big Mountain,spotify:track:1Rvl8qsKJurfFTyWLBI9ib,,,,trackdone,trackdone,True,,False,1630172994465,False
198,2022-02-12T14:09:11Z,sir_frankster,Partner google cast_tv;Eureka_Dongle;;5.9.4--1.56.500000,204897,US,67.80.109.157,,Somebody That I Used To Know,Mayday Parade,"Punk Goes Pop, Vol. 5",spotify:track:6JBX1drGsMrTE8JrAYYoou,,,,trackdone,trackdone,False,,False,0,False
199,2023-03-27T23:48:31Z,sir_frankster,ios,187013,US,107.115.17.113,unknown,Blame It On The Rain,He Is We,My Forever,spotify:track:1mU5MuybBuNcKvyUzUdnnB,,,,trackdone,trackdone,True,0.0,False,1679960725,False
200,2017-12-20T23:57:23Z,sir_frankster,"iOS 11.0.3 (iPhone8,1)",176946,US,66.87.30.216,unknown,Fall for You (Acoustic),Secondhand Serenade,A Naked Twist in My Story,spotify:track:5V7mTIcXVU9k2JNu0mE6vy,,,,appload,trackdone,False,,False,1513813596321,False
201,2021-08-18T13:48:50Z,sir_frankster,OS X 11.4.0 [x86 4],240133,US,24.146.205.242,unknown,Falling,Harry Styles,Fine Line,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,,,,trackdone,trackdone,False,,False,1629294289556,False
202,2016-01-30T22:17:42Z,sir_frankster,"iOS 9.2 (iPhone8,1)",225840,US,50.153.124.14,unknown,Waiting,Aquilo,Painting Pictures Of A War,spotify:track:5zfM5Ts1BYP3zMTwJnagAJ,,,,trackdone,trackdone,True,0.0,False,0,False
203,2017-11-06T15:40:34Z,sir_frankster,OS X 10.12.6 [x86 8],179350,--,128.235.8.252,unknown,We Are Never Ever Getting Back Together,Taylor Swift,Red,spotify:track:1OYARuagDrpgNNQ4loO1Cs,,,,trackdone,endplay,False,,False,1509982654598,False
204,2018-03-07T19:01:58Z,sir_frankster,OS X 10.13.1 [x86 8],222773,US,98.109.12.111,unknown,If I Die Young,The Band Perry,The Band Perry,spotify:track:4u26EevCNXMhlvE1xFBJwX,,,,trackdone,trackdone,False,,False,1520449094244,False
205,2021-09-03T21:40:21Z,sir_frankster,"iOS 14.7.1 (iPhone13,1)",221095,US,107.107.63.91,unknown,Finally // beautiful stranger,Halsey,Manic,spotify:track:42SOtYBdnfj9zEdZSlAq5k,,,,trackdone,trackdone,True,,False,1630704953472,False
206,2022-12-22T14:44:20Z,sir_frankster,ios,192200,US,107.122.192.130,unknown,Make It with You,Bread,On the Waters,spotify:track:7wWw7hBmErNg9u5w6Xx0vy,,,,trackdone,trackdone,True,0.0,False,1671720067,False
207,2021-09-18T15:52:59Z,sir_frankster,OS X 11.4.0 [x86 4],53545,US,24.146.205.242,unknown,Hold Me While You Wait,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,spotify:track:60iSKGrGazRzICtMjADNSM,,,,appload,endplay,False,,False,1631619858994,False
208,2021-10-20T01:18:42Z,sir_frankster,"iOS 12.0.1 (iPhone6,1)",216864,US,24.146.205.242,unknown,Walked Through Hell,Anson Seabra,Feeling For My Life,spotify:track:4N2LGoEJi3aGDgEAnsjtBz,,,,trackdone,trackdone,False,,False,1634692504554,False
209,2019-03-18T22:47:05Z,sir_frankster,OS X 10.14.2 [x86 8],175506,US,100.8.96.120,unknown,How Far I'll Go - Alessia Cara Version,Alessia Cara,Moana,spotify:track:1ehPJRt49h6N0LoryqKZXq,,,,trackdone,trackdone,False,,False,1552949048509,False
210,2023-04-09T18:25:26Z,sir_frankster,ios,18181,US,107.122.160.147,unknown,Kissing in Cars (Bonus Track),Pierce The Veil,Selfish Machines (Reissue),spotify:track:21n769QrJtrmN0pXuBkYOm,,,,appload,endplay,True,1.0,False,1681064704,False
211,2018-03-27T13:10:24Z,sir_frankster,"iOS 11.2.6 (iPhone8,1)",264306,US,66.87.85.71,unknown,Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,,,,trackdone,trackdone,True,,False,1522155958606,False
212,2017-12-06T14:09:57Z,sir_frankster,"iOS 11.0.3 (iPhone8,1)",273126,US,66.87.31.231,unknown,Already Mine,Us The Duo,Just Love,spotify:track:0MjXRAftpVBuNGYsNV1obJ,,,,trackdone,trackdone,True,,False,1512569123086,False
213,2022-12-18T19:58:29Z,sir_frankster,ios,256426,US,107.122.192.162,unknown,And I Love You So,Don McLean,The Very Best Of Don McLean,spotify:track:7tPKLyVCht1WMkPtp1HyPh,,,,trackdone,trackdone,True,0.0,False,1671393253,False
214,2017-10-06T20:59:29Z,sir_frankster,"iOS 10.3.3 (iPhone8,1)",269560,US,66.87.30.244,unknown,All of Me,John Legend,Love In The Future (Expanded Edition),spotify:track:3U4isOIWM3VvDubwSI3y7a,,,,trackdone,trackdone,True,,False,1507323298915,False
215,2021-09-23T13:41:56Z,sir_frankster,"iOS 14.7.1 (iPhone13,1)",7631,US,107.126.43.210,unknown,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,Back To Black,spotify:track:6nLvaCZFR1wEzW3sIKpsnr,,,,trackdone,fwdbtn,True,,False,1632404507064,False
216,2018-02-08T01:53:32Z,sir_frankster,"iOS 11.1.1 (iPhone8,1)",167173,US,108.53.119.186,unknown,Legends Never Die (Alan Walker Remix),League of Legends,Legends Never Die (Alan Walker Remix),spotify:track:0kiYDq0MKIhDXLWPgUvrUr,,,,trackdone,trackdone,True,,False,1518054637982,False
217,2018-05-01T19:12:13Z,sir_frankster,OS X 10.13.4 [x86 8],292560,US,73.215.121.100,unknown,Back To December - Acoustic,Taylor Swift,Speak Now,spotify:track:6IH2Z54gYPLqgJtxZjX80i,,,,trackdone,trackdone,False,,False,1525201639761,False
218,2020-05-07T12:00:23Z,sir_frankster,"iOS 13.4.1 (iPhone10,1)",162413,US,100.8.116.86,unknown,The Book of Love,The Magnetic Fields,69 Love Songs,spotify:track:6UGpcXcENaUqQKPc6oqOe4,,,,trackdone,trackdone,True,,False,1588852661885,False
219,2018-03-18T02:02:49Z,sir_frankster,OS X 10.13.3 [x86 8],217613,US,96.225.59.249,unknown,Haunted - Acoustic Version,Taylor Swift,Speak Now,spotify:track:62rlxI6g2PNaWsHoiRryto,,,,trackdone,trackdone,False,,False,1521338350976,False
220,2020-10-20T02:09:32Z,sir_frankster,Windows 10 (10.0.18362; x64; AppX),190746,US,108.53.217.176,unknown,Love At First Sight,The Brobecks,Violent Things,spotify:track:4meLiXR44Kg4MdXoVSO58C,,,,trackdone,trackdone,False,,False,1603159580278,False
221,2022-10-30T20:10:36Z,sir_frankster,ios,362,US,107.127.45.161,unknown,"You're On Your Own, Kid",Taylor Swift,Midnights,spotify:track:4D7BCuvgdJlYvlX5WlN54t,,,,trackdone,fwdbtn,True,1.0,False,1667160634,False
222,2019-02-17T00:45:55Z,sir_frankster,OS X 10.14.2 [x86 8],24566,US,130.68.183.15,unknown,bloodline,Ariana Grande,"thank u, next",spotify:track:2hloaUoRonYssMuqLCBLTX,,,,clickrow,endplay,False,,False,1550364330674,False
223,2023-02-20T15:10:00Z,sir_frankster,osx,291546,US,24.2.197.91,unknown,"Feel The Light - From The ""Home"" Soundtrack",Jennifer Lopez,Feel The Light,spotify:track:26Zco2DqGMnDIjOX0aIqER,,,,trackdone,trackdone,False,0.0,False,1676905508,False
224,2022-03-08T16:41:21Z,sir_frankster,Windows 10 (10.0.19044; x64),203413,US,67.80.109.157,unknown,Favorite Record,Fall Out Boy,American Beauty/American Psycho,spotify:track:4vC4nKK6bk9pYEVOU4EIbA,,,,trackdone,trackdone,False,,False,1646757475802,False
225,2023-04-07T17:15:12Z,sir_frankster,ios,119091,US,107.115.20.146,unknown,Miserable At Best,Mayday Parade,A Lesson In Romantics,spotify:track:1ONoPkp5XIuw3tZ1GzrNKZ,,,,appload,trackdone,True,0.0,False,1680887594,False
226,2021-11-18T14:18:51Z,sir_frankster,"iOS 15.1 (iPhone13,1)",15905,US,107.127.42.34,unknown,AhHa,Nate Ruess,Grand Romantic,spotify:track:4u2dVP4I47U1btgQ3Os77P,,,,clickrow,endplay,False,,False,1637245114770,False
227,2019-11-08T15:20:27Z,sir_frankster,"iOS 13.1.3 (iPhone10,1)",250805,US,100.8.116.86,unknown,If You're Not The One,Daniel Bedingfield,Gotta Get Thru This,spotify:track:4gJoAvFpDvaeqm2EKYGmhb,,,,trackdone,unexpected-exit-while-paused,True,,False,1572483447709,False
228,2021-01-26T14:58:08Z,sir_frankster,Windows 10 (10.0.18363; x64; AppX),14260,US,108.53.217.176,unknown,Vhs,Lydia,I Was Someone Else,spotify:track:6bh0TBbCHd4G9G4IIb1eI8,,,,clickrow,endplay,False,,False,1611673073059,False
229,2018-05-07T15:05:46Z,sir_frankster,"iOS 11.2.6 (iPhone8,1)",859,US,66.87.9.216,unknown,We Are Never Ever Getting Back Together,Taylor Swift,Red,spotify:track:1OYARuagDrpgNNQ4loO1Cs,,,,fwdbtn,fwdbtn,True,,False,1525705545286,False
230,2018-12-21T17:32:51Z,sir_frankster,OS X 10.14.2 [x86 8],193787,US,173.15.174.221,unknown,The Spectre,Alan Walker,The Spectre,spotify:track:2DGa7iaidT5s0qnINlwMjJ,,,,trackdone,trackdone,True,,False,1545413376143,False
231,2019-03-26T22:19:30Z,sir_frankster,OS X 10.14.3 [x86 8],13790,US,130.68.183.9,unknown,Dos Mundos- Reprise,Phil Collins,Tarzan,spotify:track:4x0EGgMPWFo7pRcEguQ1yg,,,,trackdone,endplay,True,,False,1553638742149,False
232,2022-03-16T19:34:49Z,sir_frankster,Windows 10 (10.0.19044; x64),172026,US,67.80.109.157,unknown,Hello!,Andrew Rannells,The Book Of Mormon (Original Broadway Cast Recording),spotify:track:08hlFtp8y9S6YZmjBNvQ1I,,,,clickrow,trackdone,False,,False,1647459117017,False
233,2018-02-28T22:12:05Z,sir_frankster,"iOS 11.1.1 (iPhone8,1)",242193,US,66.87.30.39,unknown,Stone Walls,We The Kings,Stripped,spotify:track:0aftx7farzLcVMxE6AIFXv,,,,trackdone,trackdone,False,,False,1519855681986,False
234,2018-04-25T14:02:37Z,sir_frankster,"iOS 11.2.6 (iPhone8,1)",231133,US,66.87.85.49,unknown,You Belong With Me,Taylor Swift,Fearless,spotify:track:3GCL1PydwsLodcpv0Ll1ch,,,,trackdone,trackdone,True,,False,1524659371361,False
235,2020-07-27T05:37:52Z,sir_frankster,OS X 10.15.6 [x86 4],252880,US,192.187.63.208,unknown,invisible string,Taylor Swift,folklore,spotify:track:3yz88FVJQhwG2EqYHw3pkx,,,,trackdone,trackdone,False,,False,1595828004118,False
236,2019-03-18T23:20:05Z,sir_frankster,OS X 10.14.2 [x86 8],36560,US,100.8.96.120,unknown,Amnesia,5 Seconds of Summer,5 Seconds Of Summer,spotify:track:1JCCdiru7fhstOIF4N7WJC,,,,trackdone,endplay,False,,False,1552951167272,False
237,2022-11-21T00:42:08Z,sir_frankster,osx,308035,US,24.2.197.91,unknown,Man in the Mirror,Michael Jackson,The Essential Michael Jackson,spotify:track:2M7y4xDWT67Lf0JE9mrz1R,,,,clickrow,logout,False,0.0,False,1668648431,False
238,2021-10-08T15:35:56Z,sir_frankster,"iOS 14.7.1 (iPhone13,1)",342400,US,128.235.85.0,unknown,The Power of Love,Céline Dion,The Colour Of My Love,spotify:track:5kK1Iru9ogP3Iy1zsANU1n,,,,trackdone,trackdone,False,,False,1633707012766,False
239,2017-10-23T14:10:09Z,sir_frankster,OS X 10.12.6 [x86 8],274746,US,128.235.8.44,unknown,Rebel Rebel - 2016 Remaster,David Bowie,Diamond Dogs,spotify:track:2EC9IJj7g0mN1Q5VrZkiYY,,,,trackdone,trackdone,False,,False,1508767534089,False
240,2020-07-18T14:13:06Z,sir_frankster,"iOS 13.5.1 (iPhone10,1)",169266,US,99.203.82.6,unknown,Trouble,Yusuf / Cat Stevens,Mona Bone Jakon,spotify:track:1zXkW4xGKcKyfhrWkYIjOI,,,,fwdbtn,trackdone,True,,False,1595081416973,False
241,2021-01-13T19:36:27Z,sir_frankster,Windows 10 (10.0.18363; x64; AppX),171005,US,108.53.217.176,unknown,Steve,Alec Benjamin,Narrated For You,spotify:track:211LaT5hzPOKolVtgzwWnq,,,,trackdone,endplay,False,,False,1610566414699,False
242,2017-11-14T16:57:59Z,sir_frankster,OS X 10.12.6 [x86 8],360019,US,128.235.8.253,unknown,,,,,,,,trackdone,trackdone,False,,False,1510597262355,False
243,2015-06-18T12:57:26Z,sir_frankster,"iOS 8.3 (iPod5,1)",7801,US,50.153.116.2,unknown,To Be Alone With You,Sufjan Stevens,Seven Swans,spotify:track:3tchJ8gDgMdaSxpaLxlr1F,,,,clickrow,endplay,True,1.0,False,0,False
244,2018-12-18T19:54:04Z,sir_frankster,OS X 10.14.2 [x86 8],285560,US,173.15.174.221,unknown,The Moment I Knew,Taylor Swift,Red,spotify:track:5AsmAjBSSQjRPWgAYIp8tm,,,,trackdone,trackdone,True,,False,1545162558168,False
245,2021-10-20T03:04:55Z,sir_frankster,"iOS 12.0.1 (iPhone6,1)",171293,US,24.146.205.242,unknown,Make You Feel My Love,JJ Heller,I Dream of You: CALM,spotify:track:7d0bJhpp0mCYyMXaMgWyMS,,,,trackdone,trackdone,False,,False,1634698923108,False
246,2021-06-07T14:55:56Z,sir_frankster,OS X 11.4.0 [x86 4],173160,US,24.146.204.40,unknown,"jealousy, jealousy",Olivia Rodrigo,SOUR,spotify:track:0MMyJUC3WNnFS1lit5pTjk,,,,trackdone,trackdone,False,,False,1623077583019,False
247,2018-12-12T17:56:20Z,sir_frankster,OS X 10.14.1 [x86 8],317453,US,130.68.183.13,unknown,Long Live,Taylor Swift,Speak Now,spotify:track:7DjCRhhFo9PPzca1BjMLcf,,,,fwdbtn,trackdone,True,,False,1544637063390,False
248,2020-09-26T16:20:33Z,sir_frankster,"iOS 13.7 (iPhone10,1)",287266,US,99.203.118.147,unknown,Cornelia Street,Taylor Swift,Lover,spotify:track:12M5uqx0ZuwkpLp5rJim1a,,,,trackdone,trackdone,False,,False,1601136945121,False
249,2018-02-07T13:12:48Z,sir_frankster,"iOS 11.1.1 (iPhone8,1)",201080,US,66.87.30.212,unknown,Skinny Love,Birdy,Birdy,spotify:track:4RL77hMWUq35NYnPLXBpih,,,,trackdone,trackdone,True,,False,1518008966445,False
250,2018-12-12T17:39:10Z,sir_frankster,OS X 10.14.1 [x86 8],200106,US,130.68.183.13,unknown,Bad Blood,Taylor Swift,Bad Blood,spotify:track:6xsEAm6w9oMQYYg3jkEkMT,,,,trackdone,trackdone,True,,False,1544636148862,False
251,2022-11-24T12:05:58Z,sir_frankster,ios,176093,US,107.122.192.161,unknown,I Will Always Love You,Dolly Parton,Jolene,spotify:track:6nRvgo4ySezQKD1D7NIqAu,,,,trackdone,trackdone,True,0.0,False,1669291382,False
252,2021-12-06T00:09:15Z,sir_frankster,"iOS 15.1.1 (iPhone13,1)",232478,US,107.127.42.4,unknown,Somebody That I Used To Know,Gotye,Making Mirrors,spotify:track:4wCmqSrbyCgxEXROQE6vtV,,,,playbtn,endplay,False,,False,1638749110825,False
253,2020-09-26T17:45:34Z,sir_frankster,"iOS 13.7 (iPhone10,1)",270000,US,99.203.118.132,unknown,Clean,Travis Atreo,Clean,spotify:track:2594qS7iKEg6AeLjJDEOIO,,,,trackdone,trackdone,True,,False,1601142063367,False
254,2021-10-14T16:51:40Z,sir_frankster,"iOS 14.7.1 (iPhone13,1)",141050,US,107.127.45.179,unknown,Cover Me In Sunshine,P!nk,Cover Me In Sunshine,spotify:track:6Tio0ZoDeSQnI7EBAqWer2,,,,trackdone,trackdone,True,,False,1634230158592,False
255,2017-12-13T15:23:24Z,sir_frankster,OS X 10.13.1 [x86 8],10575,US,128.235.8.252,unknown,Cocaine,Eric Clapton,Slowhand 35th Anniversary,spotify:track:3ykSdTGmYPFl8pDBXer1zG,,,,clickrow,endplay,False,,False,1513178592873,False
256,2019-06-09T17:04:12Z,sir_frankster,OS X 10.14.5 [x86 8],327893,US,73.80.48.251,unknown,All Too Well,Taylor Swift,Red,spotify:track:1q3RiD1tIWUpGsNFADMlvl,,,,playbtn,trackdone,True,,False,1560099523447,False
257,2021-08-26T20:40:49Z,sir_frankster,"iOS 14.7.1 (iPhone13,1)",209560,US,107.127.45.19,unknown,hope ur ok,Olivia Rodrigo,SOUR,spotify:track:1zejeOnykpCoyVSit6Bwp3,,,,trackdone,trackdone,False,,False,1630010061252,False
258,2019-02-12T15:39:55Z,sir_frankster,OS X 10.14.2 [x86 8],22430,US,174.57.151.39,unknown,Numb / Encore,JAY-Z,Collision Course,spotify:track:7dyluIqv7QYVTXXZiMWPHW,,,,clickrow,endplay,False,,False,1549985972813,False
259,2023-04-12T18:52:49Z,sir_frankster,ios,238076,US,107.122.160.147,unknown,Terrible Things - EP Version,Mayday Parade,Valdosta EP,spotify:track:3ZjnFYlal0fXN6t61wdxhl,,,,trackdone,trackdone,True,0.0,False,1681325328,False
260,2018-05-01T18:27:19Z,sir_frankster,OS X 10.13.4 [x86 8],240066,US,73.215.121.100,unknown,Safe & Sound - from The Hunger Games Soundtrack,Taylor Swift,The Hunger Games: Songs From District 12 And Beyond,spotify:track:0z9UVN8VBHJ9HdfYsOuuNf,,,,trackdone,trackdone,False,,False,1525198998457,False
261,2021-04-30T19:16:41Z,sir_frankster,"iOS 14.4.2 (iPhone13,1)",210906,US,166.172.61.144,unknown,Unforgettable (Duet with Nat King Cole),Natalie Cole,Unforgettable: With Love,spotify:track:48D177fBErMz5p4zeAW1N5,,,,trackdone,trackdone,True,,False,1619809989093,False
262,2019-04-11T23:49:21Z,sir_frankster,"iOS 12.1.2 (iPhone8,1)",191946,US,66.87.31.115,unknown,Crazier,Taylor Swift,Hannah Montana The Movie,spotify:track:5vyxXfD5gLlyPxGZMEjtmd,,,,trackdone,trackdone,True,,False,1555026368007,False
263,2018-09-17T12:39:52Z,sir_frankster,"iOS 11.4.1 (iPhone8,1)",183646,US,128.235.250.32,unknown,Inch By Inch,Have Mercy,A Place of Our Own,spotify:track:3bvYTJQr2ClNVhEvVdGuef,,,,trackdone,trackdone,False,,False,1537187795318,False
264,2018-10-10T13:25:37Z,sir_frankster,OS X 10.13.6 [x86 8],327893,US,128.235.250.32,unknown,All Too Well,Taylor Swift,Red,spotify:track:1q3RiD1tIWUpGsNFADMlvl,,,,trackdone,trackdone,False,,False,1539177608191,False
265,2021-05-09T00:14:30Z,sir_frankster,"iOS 14.4.2 (iPhone13,1)",240133,US,107.127.45.129,unknown,Falling,Harry Styles,Fine Line,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,,,,trackdone,trackdone,True,,False,1620519010107,False
266,2023-03-31T18:19:32Z,sir_frankster,ios,2252,US,107.115.20.147,unknown,Next to You,John Vincent III,Songs from the Valley,spotify:track:3MwHZDGwAR8RjZZBriBqmx,,,,appload,endplay,True,1.0,False,1680286764,False
267,2020-06-22T14:51:42Z,sir_frankster,"iOS 13.5.1 (iPhone10,1)",20278,US,99.203.76.226,unknown,hope is a dangerous thing for a woman like me to have - but I have it,Lana Del Rey,Norman Fucking Rockwell!,spotify:track:0fB77VOZ2FkQeKLv1DuEwp,,,,trackdone,fwdbtn,True,,False,1592837479788,False
268,2022-09-29T01:35:07Z,sir_frankster,OS X 11.4.0 [arm 2],260666,US,24.2.197.91,unknown,The First Time Ever I Saw Your Face,Roberta Flack,First Take,spotify:track:0SxFyA4FqmEQqZVuAlg8lf,,,,trackdone,trackdone,False,,False,1664415045932,False
269,2015-10-19T07:29:43Z,sir_frankster,"iOS 9.0.2 (iPod5,1)",3575,US,96.25.209.201,unknown,I Was Wrong,Social Distortion,White Light White Heat White Trash,spotify:track:1Lpmme6uCsPJIdcbR5aePx,,,,fwdbtn,fwdbtn,True,1.0,False,0,False
270,2023-04-05T18:20:16Z,sir_frankster,ios,191935,US,107.115.20.145,unknown,12 Through 15,Mayday Parade,Monsters In The Closet,spotify:track:5AUs5AhzesAk96EmYO8oNQ,,,,appload,trackdone,True,0.0,False,1680718625,False
271,2019-07-17T15:15:49Z,sir_frankster,OS X 10.14.5 [x86 8],3519,US,50.235.128.4,unknown,Listen To Your Heart,Roxette,Look Sharp!,spotify:track:78TnMTAFmWUWWCgNXR7D3K,,,,clickrow,endplay,False,,False,1563338766100,False
272,2021-05-20T12:22:57Z,sir_frankster,"iOS 14.4.2 (iPhone13,1)",206826,US,108.53.217.176,unknown,God Help The Outcasts,Bette Midler,The Hunchback Of Notre Dame,spotify:track:5AAvn1MrTCV47qqhdvcb4I,,,,playbtn,trackdone,False,,False,1621513170917,False
273,2021-10-31T21:04:21Z,sir_frankster,"iOS 14.8 (iPhone13,1)",192731,US,107.115.20.161,unknown,Stay Together,Noah Cyrus,Stay Together,spotify:track:5R4HqXCZ6uTjxxnGdLt2S6,,,,trackdone,trackdone,True,,False,1635714067756,True
274,2019-08-07T23:21:29Z,sir_frankster,OS X 10.14.5 [x86 8],47675,US,100.8.116.86,unknown,Can't Help Falling in Love,Elvis Presley,Blue Hawaii,spotify:track:44AyOl4qVkzS48vBsbNXaC,,,,trackdone,endplay,False,,False,1565220040046,False
275,2021-01-31T02:25:14Z,sir_frankster,Windows 10 (10.0.18363; x64; AppX),385789,US,108.53.217.176,unknown,A Little Soon To Say,Jackson Browne,A Little Soon To Say,spotify:track:66JsJOwR9rImaedDKwJgax,,,,trackdone,trackdone,False,,False,1612059527908,False
276,2020-11-18T17:48:38Z,sir_frankster,Windows 10 (10.0.18363; x64; AppX),116470,US,108.53.217.176,unknown,Chasin' Me,Caroline Jones,Chasin' Me,spotify:track:40IUR01XvQy9Gc9mktxtVX,,,,clickrow,logout,False,,False,1605721570388,False
277,2019-08-07T15:05:29Z,sir_frankster,OS X 10.14.5 [x86 8],54591,US,100.8.116.86,unknown,Coffee,beabadoobee,Coffee,spotify:track:429NtPmr12aypzFH3FkN9l,,,,clickrow,endplay,False,,False,1565134561760,False
278,2018-07-06T01:07:35Z,sir_frankster,OS X 10.13.5 [x86 8],240000,US,73.215.121.100,unknown,Tired - Kygo Remix,Alan Walker,Tired,spotify:track:3t0J8vI9StQD8KIBkT2Cp5,,,,trackdone,trackdone,False,,False,1530839013731,False
279,2022-10-23T20:45:48Z,sir_frankster,ios,4435,US,166.196.106.67,unknown,Cruel Summer,Taylor Swift,Lover,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,,,,fwdbtn,fwdbtn,True,1.0,False,1666557944,False
280,2021-10-23T23:37:36Z,sir_frankster,OS X 11.4.0 [x86 4],300743,US,24.146.205.242,unknown,Arcadia,Lana Del Rey,Blue Banisters,spotify:track:3EZTyh1wJEmreJH1aULPCj,,,,clickrow,trackdone,False,,False,1635031955239,False
281,2022-03-16T18:23:01Z,sir_frankster,Windows 10 (10.0.19044; x64),2510,US,67.80.109.157,unknown,This Love,Maroon 5,Songs About Jane: 10th Anniversary Edition,spotify:track:6ECp64rv50XVz93WvxXMGF,,,,clickrow,endplay,False,,False,1647454977927,False
282,2018-11-03T01:04:45Z,sir_frankster,OS X 10.14.0 [x86 8],55170,US,174.57.151.39,unknown,I Got A Car,George Strait,Love Is Everything,spotify:track:4Fpq4QkR06QRDkujBUk0JY,,,,trackdone,logout,False,,False,1541005814046,False
283,2021-08-26T22:50:09Z,sir_frankster,"iOS 14.7.1 (iPhone13,1)",196187,US,107.127.45.18,unknown,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,Naive,spotify:track:5A3fPy30SN2wuzrahpcxvV,,,,trackdone,trackdone,False,,False,1630017729307,False
284,2022-04-17T18:52:53Z,sir_frankster,"iOS 15.4.1 (iPhone13,1)",241373,US,107.122.160.162,unknown,The Man Who Can't Be Moved,The Script,The Script,spotify:track:3nqqDo8CcCLke3ZoTgiOKf,,,,fwdbtn,trackdone,False,,False,1650221330631,False
285,2019-12-09T15:50:12Z,sir_frankster,OS X 10.14.6 [x86 4],41319,US,128.235.159.0,unknown,I'll Always Remember You,Hannah Montana,Hannah Montana Forever,spotify:track:60c0p6GGnuwdKcQnmuM2zC,,,,clickrow,endplay,False,,False,1575906570830,False
286,2018-12-21T23:26:28Z,sir_frankster,OS X 10.14.2 [x86 8],8870,US,174.57.151.39,unknown,Irresistible,Fall Out Boy,American Beauty/American Psycho,spotify:track:3znPiywA0q1VK2jgAZFDoI,,,,clickrow,endplay,True,,False,1545434779305,False
287,2015-08-25T06:00:11Z,sir_frankster,"iOS 8.4.1 (iPod5,1)",276786,US,96.25.209.201,unknown,She Will Be Loved - Acoustic,Maroon 5,1.22.03 Acoustic,spotify:track:2sLS4tVaEoMYrNS67PVz0V,,,,trackdone,trackdone,True,0.0,False,0,False
288,2023-03-17T23:56:39Z,sir_frankster,ios,194206,US,107.115.20.162,unknown,"You're On Your Own, Kid",Taylor Swift,Midnights,spotify:track:4D7BCuvgdJlYvlX5WlN54t,,,,fwdbtn,trackdone,True,0.0,False,1679097205,False
289,2018-07-18T13:45:32Z,sir_frankster,OS X 10.13.5 [x86 8],58084,US,38.113.90.254,unknown,Gotta Be You,One Direction,Up All Night,spotify:track:3UT493iwo6kvyL18zvAJE5,,,,clickrow,logout,False,,False,1531855235785,False
290,2021-11-20T02:07:06Z,sir_frankster,"iOS 15.1 (iPhone13,1)",240546,US,107.127.43.86,unknown,Great Big Storm,Nate Ruess,Grand Romantic,spotify:track:0p9E7l00TBA1aqmhElZoLx,,,,trackdone,trackdone,False,,False,1637373784975,False
291,2019-08-23T14:02:21Z,sir_frankster,"iOS 12.3.1 (iPhone8,1)",3694,US,66.87.126.218,unknown,With Or Without You - Remastered,U2,The Joshua Tree,spotify:track:4ha9ajL4Kz98uldAfuos6p,,,,trackdone,fwdbtn,True,,False,1566568921913,False
292,2019-05-24T05:42:53Z,sir_frankster,OS X 10.14.4 [x86 8],1712,US,100.8.116.86,unknown,Happy Together,Mel Tormé,A Time For Us,spotify:track:4n6XzZGmeFtzeLmSj7GUR2,,,,clickrow,endplay,True,,False,1558676570243,False
